profile,b_over_M,Iobs_over_I0,direct,lensing_ring,photon_ring,intersection_count,termination_reason
bottom,5.164989600573,0.30308459343133054,0.22020871941045791,0.08287587402087263,0.0,2,horizon
bottom,5.165275459098,0.30334639738578084,0.22021655151267774,0.08312984587310311,0.0,2,horizon
bottom,5.165842156023,0.303865854932451,0.2202320457506262,0.08363380918182482,0.0,2,horizon
bottom,5.16590984975,0.3039279452356695,0.22023389370353935,0.08369405153213018,0.0,2,horizon
bottom,5.16667138718,0.3046270194055053,0.22025464031093359,0.08437237909457168,0.0,2,horizon
bottom,5.167477932153,0.30536854346027514,0.22027652811676293,0.0850920153435122,0.0,2,horizon
bottom,5.167829716194,0.30569232743146163,0.22028604736036173,0.0854062800710999,0.0,2,horizon
bottom,5.168262411591,0.30609087819092606,0.2202977332424548,0.08579314494847123,0.0,2,horizon
bottom,5.169025429166,0.30679446879721106,0.22031827885153765,0.08647618994567342,0.0,2,horizon
bottom,5.169749582638,0.3074631322046751,0.22033770553614804,0.08712542666852706,0.0,2,horizon
bottom,5.169767572034,0.30747975425101165,0.2203381872348819,0.08714156701612975,0.0,2,horizon
bottom,5.170489411287,0.30814716701049544,0.22035747984690998,0.08778968716358547,0.0,2,horizon
bottom,5.171191502393,0.3087971327831892,0.22037617734167522,0.08842095544151402,0.0,2,horizon
bottom,5.171669449082,0.309240045532022,0.22038886762528115,0.08885117790674082,0.0,2,horizon
bottom,5.171874385623,0.3094300703214744,0.2203942996042934,0.08903577071718098,0.0,2,horizon
bottom,5.17253858647,0.3100463912610369,0.22041186578401092,0.08963452547702597,0.0,2,horizon
bottom,5.173184616046,0.31064649997998234,0.22042889432403528,0.09021760565594704,0.0,2,horizon
bottom,5.173589315526,0.3110227534665384,0.2204395330246504,0.09058322044188796,0.0,2,horizon
bottom,5.173812971484,0.3112307935019905,0.22044540299073156,0.09078539051125895,0.0,2,horizon
bottom,5.174424136314,0.3117996614128362,0.22046140890111574,0.09133825251172045,0.0,2,horizon
bottom,5.175018580839,0.3123534858072177,0.2204769285493869,0.09187655725783082,0.0,2,horizon
bottom,5.17550918197,0.31281094201499393,0.22048970113185729,0.09232124088313665,0.0,2,horizon
